Date Time,Site Name,Value,Averaging Period,Units,California State Standard,National Ambient Air Quality Standard by U.S. EPA,
8/11/2016 9:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/11/2016 10:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/11/2016 11:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/12/2016 12:00:00 AM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/12/2016 1:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/12/2016 2:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/12/2016 3:00:00 AM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/12/2016 4:00:00 AM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/12/2016 5:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/12/2016 6:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/12/2016 7:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/12/2016 8:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/12/2016 9:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/12/2016 10:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/12/2016 11:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/12/2016 12:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/12/2016 1:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/12/2016 2:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/12/2016 3:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/12/2016 4:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/12/2016 5:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/12/2016 6:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/12/2016 7:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/12/2016 8:00:00 PM,Central Los Angeles,2,1-hr,µg/m3,N/A,N/A,
8/12/2016 9:00:00 PM,Central Los Angeles,2,1-hr,µg/m3,N/A,N/A,
8/12/2016 10:00:00 PM,Central Los Angeles,3,1-hr,µg/m3,N/A,N/A,
8/12/2016 11:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/13/2016 12:00:00 AM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
8/13/2016 1:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/13/2016 2:00:00 AM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/13/2016 3:00:00 AM,Central Los Angeles,3,1-hr,µg/m3,N/A,N/A,
8/13/2016 4:00:00 AM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
8/13/2016 5:00:00 AM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/13/2016 6:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/13/2016 7:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/13/2016 8:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/13/2016 9:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/13/2016 10:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/13/2016 11:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/13/2016 12:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/13/2016 1:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/13/2016 2:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/13/2016 3:00:00 PM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
8/13/2016 4:00:00 PM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/13/2016 5:00:00 PM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/13/2016 6:00:00 PM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/13/2016 7:00:00 PM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/13/2016 8:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/13/2016 9:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/13/2016 10:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/13/2016 11:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/14/2016 12:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/14/2016 1:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/14/2016 2:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/14/2016 3:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/14/2016 4:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/14/2016 5:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/14/2016 6:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/14/2016 7:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/14/2016 8:00:00 AM,Central Los Angeles,19,1-hr,µg/m3,N/A,N/A,
8/14/2016 9:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/14/2016 10:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/14/2016 11:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/14/2016 12:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/14/2016 1:00:00 PM,Central Los Angeles,22,1-hr,µg/m3,N/A,N/A,
8/14/2016 2:00:00 PM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/14/2016 3:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/14/2016 4:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/14/2016 5:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/14/2016 6:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/14/2016 7:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/14/2016 8:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/14/2016 9:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/14/2016 10:00:00 PM,Central Los Angeles,17,1-hr,µg/m3,N/A,N/A,
8/14/2016 11:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/15/2016 12:00:00 AM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/15/2016 1:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/15/2016 2:00:00 AM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/15/2016 3:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/15/2016 4:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/15/2016 5:00:00 AM,Central Los Angeles,21,1-hr,µg/m3,N/A,N/A,
8/15/2016 6:00:00 AM,Central Los Angeles,21,1-hr,µg/m3,N/A,N/A,
8/15/2016 7:00:00 AM,Central Los Angeles,29,1-hr,µg/m3,N/A,N/A,
8/15/2016 8:00:00 AM,Central Los Angeles,29,1-hr,µg/m3,N/A,N/A,
8/15/2016 9:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/15/2016 10:00:00 AM,Central Los Angeles,24,1-hr,µg/m3,N/A,N/A,
8/15/2016 11:00:00 AM,Central Los Angeles,21,1-hr,µg/m3,N/A,N/A,
8/15/2016 12:00:00 PM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/15/2016 1:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/15/2016 2:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/15/2016 3:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/15/2016 4:00:00 PM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/15/2016 5:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/15/2016 6:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/15/2016 7:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/15/2016 8:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/15/2016 9:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/15/2016 10:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/15/2016 11:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/16/2016 12:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/16/2016 1:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/16/2016 2:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 3:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 4:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 5:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 6:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 7:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/16/2016 8:00:00 AM,Central Los Angeles,23,1-hr,µg/m3,N/A,N/A,
8/16/2016 9:00:00 AM,Central Los Angeles,23,1-hr,µg/m3,N/A,N/A,
8/16/2016 10:00:00 AM,Central Los Angeles,23,1-hr,µg/m3,N/A,N/A,
8/16/2016 11:00:00 AM,Central Los Angeles,21,1-hr,µg/m3,N/A,N/A,
8/16/2016 12:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/16/2016 1:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/16/2016 2:00:00 PM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/16/2016 3:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/16/2016 4:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/16/2016 5:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/16/2016 6:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/16/2016 7:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/16/2016 8:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/16/2016 9:00:00 PM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/16/2016 10:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/16/2016 11:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/17/2016 12:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/17/2016 1:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/17/2016 3:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/17/2016 4:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/17/2016 5:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/17/2016 6:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/17/2016 7:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/17/2016 8:00:00 AM,Central Los Angeles,26,1-hr,µg/m3,N/A,N/A,
8/17/2016 9:00:00 AM,Central Los Angeles,26,1-hr,µg/m3,N/A,N/A,
8/17/2016 10:00:00 AM,Central Los Angeles,28,1-hr,µg/m3,N/A,N/A,
8/17/2016 11:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/17/2016 12:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/17/2016 1:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/17/2016 2:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/17/2016 3:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/17/2016 4:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/17/2016 5:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/17/2016 6:00:00 PM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
8/17/2016 7:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/17/2016 8:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/17/2016 9:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/17/2016 10:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/17/2016 11:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/18/2016 12:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/18/2016 1:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/18/2016 2:00:00 AM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/18/2016 3:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/18/2016 4:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/18/2016 5:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/18/2016 6:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/18/2016 7:00:00 AM,Central Los Angeles,24,1-hr,µg/m3,N/A,N/A,
8/18/2016 8:00:00 AM,Central Los Angeles,30,1-hr,µg/m3,N/A,N/A,
8/18/2016 9:00:00 AM,Central Los Angeles,31,1-hr,µg/m3,N/A,N/A,
8/18/2016 10:00:00 AM,Central Los Angeles,28,1-hr,µg/m3,N/A,N/A,
8/18/2016 11:00:00 AM,Central Los Angeles,27,1-hr,µg/m3,N/A,N/A,
8/18/2016 12:00:00 PM,Central Los Angeles,26,1-hr,µg/m3,N/A,N/A,
8/18/2016 1:00:00 PM,Central Los Angeles,17,1-hr,µg/m3,N/A,N/A,
8/18/2016 2:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/18/2016 3:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/18/2016 4:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/18/2016 5:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/18/2016 6:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/18/2016 7:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/18/2016 8:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/18/2016 9:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/18/2016 10:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/18/2016 11:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 12:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 1:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/19/2016 2:00:00 AM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/19/2016 3:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/19/2016 4:00:00 AM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/19/2016 5:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/19/2016 6:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/19/2016 7:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/19/2016 8:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/19/2016 9:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/19/2016 10:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/19/2016 11:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/19/2016 12:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/19/2016 1:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/19/2016 2:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 3:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/19/2016 4:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 5:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/19/2016 6:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/19/2016 7:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/19/2016 8:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 9:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 10:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/19/2016 11:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/20/2016 12:00:00 AM,Central Los Angeles,6,1-hr,µg/m3,N/A,N/A,
8/20/2016 1:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/20/2016 2:00:00 AM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
8/20/2016 3:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 4:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 5:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/20/2016 6:00:00 AM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/20/2016 7:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/20/2016 8:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/20/2016 9:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/20/2016 10:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 11:00:00 AM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 12:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/20/2016 1:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 2:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 3:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 4:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/20/2016 5:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/20/2016 6:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/20/2016 7:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/20/2016 8:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/20/2016 9:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/20/2016 10:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/20/2016 11:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/21/2016 12:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/21/2016 1:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/21/2016 2:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/21/2016 3:00:00 AM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/21/2016 4:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/21/2016 5:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/21/2016 6:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/21/2016 7:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/21/2016 8:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/21/2016 9:00:00 AM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/21/2016 10:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/21/2016 11:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/21/2016 12:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
8/21/2016 1:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/21/2016 2:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/21/2016 3:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
8/21/2016 4:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/21/2016 5:00:00 PM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
8/21/2016 6:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
8/21/2016 7:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/21/2016 8:00:00 PM,Central Los Angeles,17,1-hr,µg/m3,N/A,N/A,
8/21/2016 9:00:00 PM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/21/2016 10:00:00 PM,Central Los Angeles,17,1-hr,µg/m3,N/A,N/A,
8/21/2016 11:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/22/2016 12:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/22/2016 1:00:00 AM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
8/22/2016 2:00:00 AM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/22/2016 3:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/22/2016 4:00:00 AM,Central Los Angeles,17,1-hr,µg/m3,N/A,N/A,
8/22/2016 5:00:00 AM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/22/2016 6:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/22/2016 7:00:00 AM,Central Los Angeles,19,1-hr,µg/m3,N/A,N/A,
8/22/2016 8:00:00 AM,Central Los Angeles,22,1-hr,µg/m3,N/A,N/A,
8/22/2016 9:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/22/2016 10:00:00 AM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/22/2016 11:00:00 AM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/22/2016 12:00:00 PM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/22/2016 1:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/22/2016 2:00:00 PM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/22/2016 3:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/22/2016 4:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/22/2016 5:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/22/2016 6:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/22/2016 7:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/22/2016 8:00:00 PM,Central Los Angeles,9,1-hr,µg/m3,N/A,N/A,
8/22/2016 9:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
8/22/2016 10:00:00 PM,Central Los Angeles,16,1-hr,µg/m3,N/A,N/A,
8/22/2016 11:00:00 PM,Central Los Angeles,15,1-hr,µg/m3,N/A,N/A,
8/23/2016 12:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/23/2016 1:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/23/2016 2:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/23/2016 3:00:00 AM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/23/2016 4:00:00 AM,Central Los Angeles,14,1-hr,µg/m3,N/A,N/A,
8/23/2016 5:00:00 AM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/23/2016 6:00:00 AM,Central Los Angeles,20,1-hr,µg/m3,N/A,N/A,
8/23/2016 8:00:00 AM,Central Los Angeles,27,1-hr,µg/m3,N/A,N/A,
8/23/2016 9:00:00 AM,Central Los Angeles,32,1-hr,µg/m3,N/A,N/A,
8/23/2016 10:00:00 AM,Central Los Angeles,22,1-hr,µg/m3,N/A,N/A,
8/23/2016 11:00:00 AM,Central Los Angeles,18,1-hr,µg/m3,N/A,N/A,
8/23/2016 12:00:00 PM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
8/23/2016 1:00:00 PM,Central Los Angeles,12,1-hr,µg/m3,N/A,N/A,
8/23/2016 2:00:00 PM,Central Los Angeles,11,1-hr,µg/m3,N/A,N/A,
10/4/2016 1:00:00 PM,Central Los Angeles,13,1-hr,µg/m3,N/A,N/A,
10/4/2016 2:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
10/4/2016 3:00:00 PM,Central Los Angeles,10,1-hr,µg/m3,N/A,N/A,
10/4/2016 4:00:00 PM,Central Los Angeles,8,1-hr,µg/m3,N/A,N/A,
10/4/2016 5:00:00 PM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
10/4/2016 6:00:00 PM,Central Los Angeles,1,1-hr,µg/m3,N/A,N/A,
10/4/2016 7:00:00 PM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
10/4/2016 8:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
10/4/2016 9:00:00 PM,Central Los Angeles,7,1-hr,µg/m3,N/A,N/A,
10/4/2016 10:00:00 PM,Central Los Angeles,4,1-hr,µg/m3,N/A,N/A,
10/4/2016 11:00:00 PM,Central Los Angeles,3,1-hr,µg/m3,N/A,N/A,
10/5/2016 12:00:00 AM,Central Los Angeles,3,1-hr,µg/m3,N/A,N/A,
10/5/2016 1:00:00 AM,Central Los Angeles,2,1-hr,µg/m3,N/A,N/A,
10/5/2016 2:00:00 AM,Central Los Angeles,0,1-hr,µg/m3,N/A,N/A,
10/5/2016 3:00:00 AM,Central Los Angeles,2,1-hr,µg/m3,N/A,N/A,
10/5/2016 4:00:00 AM,Central Los Angeles,5,1-hr,µg/m3,N/A,N/A,
